,id,artists,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,2tUBqZG2AbRi7Q0BIrVrEj,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,291293,4
1,4gitetlGHZ9LfuJhwUhEhF,Olivia Newton-John,Physical - Remastered 2021,0.84,0.728,4,-8.473,0,0.0436,0.127,0.00114,0.114,0.74,124.066,225993,4
2,1Jj6MF0xDOMA3Ut2Z368Bx,Cyndi Lauper,Time After Time,0.724,0.436,0,-9.321,1,0.0282,0.576,1.19e-06,0.0908,0.324,130.439,243067,4
3,2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Take on Me,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4
4,2vz1CsL5WBsbpBcwgboTAw,Kenny Loggins,"Footloose - From ""Footloose"" Soundtrack",0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827,4
5,0SNGe4xksgp7CGnY5kMXOJ,The Police,Every Breath You Take,0.822,0.478,1,-8.746,1,0.0343,0.559,0.0073,0.0813,0.722,117.394,251573,4
6,2wSAWEYUHkt92X4SBAPqZE,Culture Club,Karma Chameleon - Remastered 2002,0.668,0.73,10,-7.182,1,0.0366,0.225,0.0,0.188,0.894,92.049,252773,4
7,5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,Billie Jean,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4
8,15MJ5NThPjj6xhPcts8MiY,Berlin,"Take My Breath Away - Love Theme from ""Top Gun""",0.497,0.719,6,-9.397,1,0.0266,0.0613,0.0,0.411,0.547,95.769,255733,4
9,0GONea6G2XdnHWjNZd6zt3,Bryan Adams,Summer Of '69,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,216053,4
10,3koCCeSaVUyrRo3N2gHrd8,"Earth, Wind & Fire",Let's Groove,0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,4
11,1jDJFeK9x3OZboIAHsY9k2,Elton John,I'm Still Standing,0.504,0.904,6,-6.863,1,0.179,0.356,0.121,0.14,0.772,176.808,183440,4
12,4kOfxxnW1ukZdsNbCKY9br,Tina Turner,What's Love Got to Do with It,0.851,0.406,1,-11.631,1,0.0661,0.219,6.41e-06,0.0853,0.792,97.84,226880,4
13,4giIdAr7Plyu5LQzBOR4FP,Lionel Richie,All Night Long - Single Version,0.744,0.583,1,-12.595,1,0.0427,0.152,8.54e-05,0.0248,0.851,108.794,260493,4
14,4y1LsJpmMti1PfRQV9AWWe,Cyndi Lauper,Girls Just Want to Have Fun,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,238267,4
15,4zdspHPxpExPiU8RolxBUH,Olivia Newton-John & Electric Light Orchestra,Xanadu,0.652,0.654,6,-7.679,1,0.0275,0.186,0.0,0.162,0.708,127.555,208507,4
16,29d0nY7TzCoi22XBqDQkiP,Kate Bush,Running Up That Hill (A Deal With God) - 2018 Remaster,0.625,0.533,10,-11.903,0,0.0596,0.659,0.00266,0.0546,0.139,108.296,300840,4
17,4RvWPyQ5RL0ao9LPZeSouE,Tears For Fears,Everybody Wants To Rule The World,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,251489,4
18,37ZJ0p5Jm13JPevGcx4SkF,Bon Jovi,Livin' On A Prayer,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,4
19,08mG3Y1vljYA6bvDt4Wqkj,AC/DC,Back In Black,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
20,2374M0fQpWi3dLnB54qaLX,TOTO,Africa,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,4
21,1TfqLAPs4K3s2rJMoCokcS,Eurythmics & Annie Lennox & Dave Stewart,Sweet Dreams (Are Made of This) - Remastered,0.692,0.711,0,-7.498,0,0.0317,0.225,0.0,0.12,0.875,125.135,216933,4
22,1OOtq8tRnDM8kG2gqUPjAj,Michael Jackson,Beat It,0.779,0.867,3,-3.704,0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,258040,4
23,39shmbIHICJ2Wxnk1fPSdz,The Clash,Should I Stay or Should I Go - Remastered,0.743,0.836,2,-6.465,1,0.116,0.0804,0.0,0.384,0.82,113.375,188987,4
24,4cOdK2wGLETKBW3PvgPWqT,Rick Astley,Never Gonna Give You Up,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573,4
25,05wIrZSwuaVWhcv5FfqeH0,Katrina & The Waves,Walking On Sunshine,0.596,0.869,10,-11.97,1,0.037,0.0116,0.173,0.0678,0.944,109.902,238733,4
26,0ikz6tENMONtK6qGkOrU3c,Wham!,Wake Me Up Before You Go-Go,0.62,0.573,0,-11.893,1,0.0423,0.271,0.0,0.0607,0.897,81.548,231333,4
27,0rmGAIH9LNJewFw7nKzZnc,Bon Jovi,You Give Love A Bad Name,0.541,0.96,0,-2.947,0,0.0505,0.0663,2.25e-06,0.344,0.812,122.803,222707,4
