,id,artists,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,745H5CctFr12Mo7cqa1BMH,The Temptations,My Girl,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,165000,4
1,0GVxSbigOiKlGfI30Uw00X,Percy Sledge,When a Man Loves a Woman,0.526,0.436,1,-6.02,1,0.0232,0.0981,7.69e-06,0.118,0.286,96.903,175693,3
2,5FKkbyGm42hw1y08l2knlO,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,0.731,0.837,9,-8.673,1,0.0477,0.000287,0.15,0.0978,0.832,135.603,222747,4
3,2g2GkH3vZHk4lWzBjgQ6nY,Sam Cooke,(What A) Wonderful World,0.691,0.507,11,-10.23,1,0.0343,0.627,0.0,0.457,0.885,128.518,125440,4
4,3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Brown Eyed Girl,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,183307,4
5,0FD8KMG4pHp0O9clTpChjp,Aretha Franklin,I Say a Little Prayer,0.59,0.355,9,-14.051,1,0.0352,0.48,0.0,0.0585,0.499,133.03,216773,4
6,6dGnYIeXmHdcikdzNNDMm2,The Beatles,Here Comes The Sun - Remastered 2009,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733,4
7,7tqhbajSfrz2F7E1Z75ASX,Marvin Gaye & Tammi Terrell,Ain't No Mountain High Enough,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4
8,0wz1LjDb9ZNEYwOmDJ3Q4b,The Beach Boys,Surfin' U.S.A. - Remastered 2001,0.55,0.854,3,-5.968,1,0.036,0.661,0.0,0.112,0.965,159.231,149373,4
9,4Y4Gd3ty8uut6Qw43c7yJc,Otis Redding,(Sittin' On) the Dock of the Bay,0.484,0.312,2,-13.522,1,0.0535,0.724,1.65e-06,0.0601,0.598,205.981,166827,4
10,2KQM3kDM0zMBC9iynePBbS,Ben E. King,Stand By Me,0.653,0.334,9,-6.955,1,0.0313,0.411,3.47e-05,0.123,0.665,119.46,174253,4
11,4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,Fortunate Son,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,140773,4
12,44AyOl4qVkzS48vBsbNXaC,Elvis Presley,Can't Help Falling in Love,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,182360,3
13,63T7DJ1AFDD6Bn8VzG6JE8,The Rolling Stones,"Paint It, Black",0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4
14,62AuGbAkt8Ox2IrFFb8GKV,Neil Diamond,Sweet Caroline,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,203573,4
15,1qRA5BS78u3gME0loMl9AA,Buffalo Springfield,For What It's Worth,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,153693,4
16,0hCB0YR03f6AmQaHbwWDe8,Led Zeppelin,Whole Lotta Love - 1990 Remaster,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,333893,4
17,2EqlS6tkEnglzr7tkKAAYD,The Beatles,Come Together - Remastered 2009,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947,4
18,20OFwXhEXf12DzwXmaV7fj,Creedence Clearwater Revival,Bad Moon Rising,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,141600,4
19,5LxvwujISqiB8vpRYv887S,The Jackson 5,I Want You Back,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,176333,4
20,4s6LhHAV5SEsOV0lC2tjvJ,The Mamas & The Papas,California Dreamin' - Single Version,0.552,0.608,1,-9.786,0,0.0345,0.352,0.0,0.0533,0.637,112.367,162373,4
21,1JO1xLtVc8mWhIoE3YaCL0,The Turtles,Happy Together,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,176293,4
22,0iOZM63lendWRTTeKhZBSC,Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",0.606,0.457,6,-14.035,0,0.0497,0.713,2.53e-05,0.0747,0.813,92.033,244027,4
23,6H3kDe7CGoWYBabAeVWGiD,The Rolling Stones,Gimme Shelter,0.634,0.63,1,-8.277,0,0.031,0.447,0.039,0.17,0.489,118.628,270773,4
24,3G7tRC24Uh09Hmp1KZ7LQ2,The Monkees,I'm a Believer - 2006 Remaster,0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,167373,4
